Pressure [Pa],Mole fraction CH4,Mole Fraction CO2,Uptake_CH4 [mg/gr],Uptake_CO2 [mg/gr],Error_CH4 [mg/gr],Error_CO2 [mg/gr]
260000.74,0.2,.80,3.6979931052,90.8102057237,0.0252491568,0.7504680432
260000.74,0.22,.78,4.0659624122,88.6614890708,0.0240521784,0.5722656851
260000.74,0.24,.76,4.4294320400,86.6723794060,0.0466583771,0.6657879617
260000.74,0.26,.74,4.8083693153,84.5400807311,0.0393554958,0.9170056748
260000.74,0.28,.72,5.1700109483,81.7794913788,0.0375521204,0.6017205712
260000.74,0.3,.70,5.5409130820,79.2253939117,0.0234757666,0.7600604740
260000.74,0.32,.68,5.9200713237,77.8515176733,0.0624687658,1.2700252499
260000.74,0.34,.66,6.3073249704,75.5291450913,0.0551693791,0.6815497802
260000.74,0.36,.64,6.6466289100,72.7530743569,0.0705802910,0.6583695858
260000.74,0.38,.62,7.0229949399,70.7029757602,0.0605185481,0.8839860664
260000.74,0.4,.60,7.4415655508,68.4927743303,0.0333512074,0.8017806992
260000.74,0.42,.58,7.7841638984,65.9031413067,0.0414345159,0.7142366049
260000.74,0.44,.56,8.1754953795,63.8713889740,0.0753426390,0.3643636251
260000.74,0.46,.54,8.5243008740,61.7287877424,0.0356277753,0.3873710464
260000.74,0.48,.52,8.9024547229,59.4644290225,0.0466146033,0.2932146870
260000.74,0.5,.50,9.2523449615,57.1359961130,0.0856823620,0.4210427570
260000.74,0.52,.48,9.6401811560,54.6908192588,0.0785437994,0.4805181444
260000.74,0.54,.46,10.0173105244,52.6850712403,0.0806493522,0.5703674918
260000.74,0.56,.44,10.3168204254,50.0465699397,0.0382538810,0.5828752532
260000.74,0.58,.42,10.7909540401,48.1488059381,0.0726448233,0.3327105867
260000.74,0.6,.40,11.0873302360,45.4326773519,0.0998519855,0.5747893272
260000.74,0.62,.38,11.4405751462,43.2215944198,0.0790334070,0.4177161484
260000.74,0.64,.36,11.9605291555,41.4047082430,0.0914099310,0.5162153451
260000.74,0.66,.34,12.2515619823,38.6841170521,0.0929853499,0.2365854090
260000.74,0.68,.32,12.6273052887,36.4914354780,0.0880396034,0.2736914094
260000.74,0.7,.30,12.9626117454,34.2039924198,0.1302817945,0.3128588676
260000.74,0.72,.28,13.3621189830,31.9797971428,0.0696799443,0.5146650402
260000.74,0.74,.26,13.7432257464,29.8550463304,0.0951562656,0.5076861436
260000.74,0.76,.24,14.0965911837,27.4570849366,0.1216305255,0.3279574002
260000.74,0.78,.22,14.5089345599,25.1975744786,0.0476722818,0.2318282543
260000.74,0.8,.20,14.8561129382,22.9717263851,0.0709593266,0.2584743443
260000.74,0.82,.18,15.2852095846,20.5750872446,0.1073115608,0.2716818175
260000.74,0.84,.16,15.6763200992,18.4666993163,0.1115669528,0.1872397772
260000.74,0.86,.14,16.0411557011,16.1588715202,0.1265136436,0.1480889833
260000.74,0.88,.12,16.3523969088,13.8403004163,0.1243428107,0.1569489809
260000.74,0.9,.10,16.6784830405,11.5031626728,0.1032887103,0.1382088753
260000.74,0.92,.08,17.1306405431,9.2667365531,0.1077187106,0.0598559873
260000.74,0.94,.06,17.3614700718,6.8491066420,0.1471628981,0.0843788843
260000.74,0.96,.04,17.8588453334,4.5803404112,0.1972699770,0.0460657324
260000.74,0.98,.02,18.1015266959,2.2787382242,0.1221588189,0.0212477415
260000.74,1,0,18.6413275049,0.0000000000,0.1514480469,0.0000000000
280000.72,0,1.00,0.0000000000,121.1711792104,0.0000000000,1.6249702693
280000.72,0.02,.98,0.3980006486,119.9966877459,0.0054861572,1.2284679016
280000.72,0.04,.96,0.7907583673,116.8990890921,0.0138727718,1.3509292368
280000.72,0.06,.94,1.1841789851,113.3800222095,0.0188111173,1.1246599745
280000.72,0.08,.92,1.5953773537,111.9717673861,0.0202722997,0.9038561565
280000.72,0.1,.90,1.9884363902,108.9793980549,0.0303419836,0.6643339148
280000.72,0.12,.88,2.3754288948,106.8068257493,0.0275397655,0.7123577556
280000.72,0.14,.86,2.7750566595,104.4025285586,0.0111435019,1.1848775603
280000.72,0.16,.84,3.1755281141,101.8123445961,0.0320873297,0.8231334144
280000.72,0.18,.82,3.5514120356,99.7728791193,0.0341919918,0.5578900860
280000.72,0.2,.80,3.9768928682,96.9486563285,0.0202037325,0.6429567608
280000.72,0.22,.78,4.3720611294,95.2709373081,0.0359336028,0.5013381535
280000.72,0.24,.76,4.7428226481,92.4106831158,0.0457795153,0.8748001508
280000.72,0.26,.74,5.1669977702,90.4421234705,0.0357029318,0.9017107244
280000.72,0.28,.72,5.5713060049,87.9921534482,0.0208944596,0.4774772601
280000.72,0.3,.70,5.9367643302,84.8057985439,0.0241677089,0.2920733964
280000.72,0.32,.68,6.3440857430,83.1345255081,0.0452289089,0.7323376118
280000.72,0.34,.66,6.7402583968,80.3353704355,0.0567244645,0.3467830851
280000.72,0.36,.64,7.1176890830,77.9678759608,0.0676941492,1.1312230461
280000.72,0.38,.62,7.5154888530,75.7351962254,0.0547848146,0.7325445615
280000.72,0.4,.60,7.9599326197,73.5233419789,0.0760222179,0.1373290595
280000.72,0.42,.58,8.3431887836,71.0077000444,0.0749535347,0.4933559453
280000.72,0.44,.56,8.7375535306,68.7352425232,0.0675518846,0.7823979592
280000.72,0.46,.54,9.1748259334,66.1236821328,0.0445201354,0.6085015379
280000.72,0.48,.52,9.5423332198,63.5220386420,0.0705930336,0.9646083616
280000.72,0.5,.50,9.9212905829,61.0165890764,0.0566026754,0.6601913258
280000.72,0.52,.48,10.3371895093,58.9073196459,0.0622332422,0.2294668348
280000.72,0.54,.46,10.7763702582,56.4616469467,0.0570639603,0.5177998247
280000.72,0.56,.44,11.1083220433,53.6419969485,0.0566447282,0.4180857048
280000.72,0.58,.42,11.5456747976,51.9260427711,0.0806187127,0.3738080923
280000.72,0.6,.40,12.0092422011,49.2498572524,0.1029842209,0.3923817966
280000.72,0.62,.38,12.3814902210,46.7729463197,0.1184382262,0.2110650762
280000.72,0.64,.36,12.7725605600,44.0926287595,0.0980529819,0.4367693945
280000.72,0.66,.34,13.2543275592,41.8557618888,0.0963921330,0.2566226385
280000.72,0.68,.32,13.5492775174,39.3658487990,0.0879862090,0.4392251138
280000.72,0.7,.30,13.9331965804,37.0085466932,0.0826284325,0.2403990486
280000.72,0.72,.28,14.3156492301,34.1666938589,0.1537547263,0.5351817085
280000.72,0.74,.26,14.7971751750,32.1405060087,0.1827461124,0.7529900066
280000.72,0.76,.24,15.2289234180,29.6813904013,0.1201880302,0.3949317193
280000.72,0.78,.22,15.5699147373,27.1467410760,0.0834483442,0.3155333621
280000.72,0.8,.20,15.9641187815,24.7458046124,0.1765747946,0.0852078344
280000.72,0.82,.18,16.4386541533,22.1230050693,0.1275947087,0.2266554048
280000.72,0.84,.16,16.7596982337,19.7550147495,0.1409106799,0.2061740922
280000.72,0.86,.14,17.2580979759,17.3839942660,0.1394503350,0.2115082901
280000.72,0.88,.12,17.5669085533,14.8779937615,0.1204017765,0.1891128953
280000.72,0.9,.10,17.9580793315,12.3751887025,0.1337360033,0.1182160319
280000.72,0.92,.08,18.3636932767,9.9198194793,0.0955387804,0.1053064805
280000.72,0.94,.06,18.8518281255,7.4204853350,0.0634867821,0.0680076947
280000.72,0.96,.04,19.1658012814,4.9444008107,0.1320380051,0.0633661649
280000.72,0.98,.02,19.5500417500,2.4492538018,0.2050593394,0.0178069135
280000.72,1,0,19.9180110571,0.0000000000,0.1940916978,0.0000000000
300000.7,0,1.00,0.0000000000,129.3807191826,0.0000000000,1.5856371872
300000.7,0.02,.98,0.4243157371,127.3797643323,0.0084075034,1.3042808759
300000.7,0.04,.96,0.8502585904,124.7662756559,0.0159375478,0.4015092458
300000.7,0.06,.94,1.2761210923,121.8303775580,0.0099318433,1.2164101039
300000.7,0.08,.92,1.6925623907,119.7555969002,0.0338842567,0.9254874962
300000.7,0.1,.90,2.1219603548,117.0862981172,0.0273364482,1.3187287881
300000.7,0.12,.88,2.5565610731,114.3994243846,0.0107124000,1.0251600990
300000.7,0.14,.86,2.9727412294,111.7937590401,0.0294839630,1.0201871596
300000.7,0.16,.84,3.3819308126,108.8251902676,0.0227152448,1.2468489168
300000.7,0.18,.82,3.7946156823,106.9805918661,0.0329755558,1.1291090477
300000.7,0.2,.80,4.2183287838,103.5146905836,0.0149095145,0.8177995300
300000.7,0.22,.78,4.6516639673,100.5488214116,0.0488525028,1.1419904736
300000.7,0.24,.76,5.0653733176,99.2162655877,0.0412089431,1.1990832134
300000.7,0.26,.74,5.5069646090,96.2613600991,0.0386444509,0.8013349119
300000.7,0.28,.72,5.9419670844,93.8345846028,0.0455942975,0.6127448635
300000.7,0.3,.70,6.3421372211,91.3231298036,0.0337607595,0.4591906028
300000.7,0.32,.68,6.7226413490,88.0660343495,0.0558948156,0.3955115755
300000.7,0.34,.66,7.1953487261,86.0478351128,0.0635408212,1.0799624152
300000.7,0.36,.64,7.6097008877,83.1474725714,0.0552811360,0.5746941956
300000.7,0.38,.62,8.0252784083,80.7479685488,0.0357174522,0.5825943251
300000.7,0.4,.60,8.4906938945,77.9869935393,0.0877893635,0.9937637385
300000.7,0.42,.58,8.8932544858,75.5570225976,0.0668578253,0.9084786779
300000.7,0.44,.56,9.3399882679,73.4487999510,0.0819521162,0.3733930089
300000.7,0.46,.54,9.7688036842,70.3369870746,0.0426810868,0.6659290742
300000.7,0.48,.52,10.2118212133,67.9331306350,0.0424558383,1.0936340291
300000.7,0.5,.50,10.5806542981,65.6762095897,0.0902530898,0.5462874382
300000.7,0.52,.48,11.0567163467,62.7974989455,0.1217058900,0.4506030104
300000.7,0.54,.46,11.4438494663,59.8339988106,0.1136682488,0.6948625876
300000.7,0.56,.44,11.9298148270,57.9156296956,0.0563568870,0.7038539556
300000.7,0.58,.42,12.3357300899,55.2621428579,0.1574905073,0.4649460741
300000.7,0.6,.40,12.7730828442,52.4646956958,0.0555187072,0.3915584450
300000.7,0.62,.38,13.2001506173,49.7793645920,0.1292168221,0.5030787550
300000.7,0.64,.36,13.5880671632,47.1268143504,0.0498783380,0.3351690807
300000.7,0.66,.34,14.0742936659,44.9706049289,0.0846149894,0.6620625341
300000.7,0.68,.32,14.5169496136,41.8124030004,0.0622012051,0.3632809168
300000.7,0.7,.30,14.9348573254,39.6125592211,0.0559279075,0.2523225353
300000.7,0.72,.28,15.3206847345,36.8223844520,0.1291941989,0.4205687628
300000.7,0.74,.26,15.7649477105,34.4039832264,0.0913971988,0.2896258400
300000.7,0.76,.24,16.3160178055,31.6199789725,0.0705030375,0.4820923188
300000.7,0.78,.22,16.6812350765,28.9372923752,0.1198096907,0.2509978208
300000.7,0.8,.20,17.1007699044,26.3044657448,0.1750980888,0.4820365304
300000.7,0.82,.18,17.4790844562,23.6794073524,0.0649891266,0.2877627193
300000.7,0.84,.16,18.0000830339,21.0908762065,0.0455050535,0.2210774631
300000.7,0.86,.14,18.3401101363,18.5701656344,0.0804860419,0.1998644077
300000.7,0.88,.12,18.8207923913,15.9575033664,0.1326946194,0.1862273691
300000.7,0.9,.10,19.3163195704,13.3176247186,0.0929532903,0.1733032943
300000.7,0.92,.08,19.6519273448,10.6151594162,0.2104947217,0.1764953069
300000.7,0.94,.06,20.0614985972,7.9931311875,0.1375494070,0.1262447299
300000.7,0.96,.04,20.4610058348,5.2824018021,0.1491780628,0.0527800301
300000.7,0.98,.02,20.9248142926,2.6468755713,0.2386619409,0.0566224335
300000.7,1,0,21.3172706935,0.0000000000,0.1190161683,0.0000000000
320000.68,0,1.00,0.0000000000,138.0447286215,0.0000000000,1.1332639586
320000.68,0.02,.98,0.4512334613,136.4843044846,0.0077678107,1.8963704991
320000.68,0.04,.96,0.8995541838,133.4456562890,0.0090928478,1.5865514070
320000.68,0.06,.94,1.3594053344,130.1942905991,0.0224894431,1.6179922725
320000.68,0.08,.92,1.8154598806,127.1162502749,0.0224121904,1.4408436106
320000.68,0.1,.90,2.2587988153,124.7064436956,0.0116649858,1.2934825867
320000.68,0.12,.88,2.7061151451,121.4646643418,0.0396881975,1.3143460315
320000.68,0.14,.86,3.1382651452,119.2925327873,0.0193327839,0.7891005526
320000.68,0.16,.84,3.6185255553,116.3323933794,0.0178701275,0.9454291223
320000.68,0.18,.82,4.0238783584,113.3820055894,0.0400173757,0.9551539127
320000.68,0.2,.80,4.4922668469,110.3393355401,0.0357388847,1.4785124843
320000.68,0.22,.78,4.9354049031,108.3006964717,0.0443424911,1.1331226932
320000.68,0.24,.76,5.4127927501,105.6656109920,0.0359172435,0.9044934918
320000.68,0.26,.74,5.8553080828,102.7082813723,0.0328407370,1.1809311450
320000.68,0.28,.72,6.3105992906,99.2841412554,0.0575923076,0.2572201522
320000.68,0.3,.70,6.7190054474,96.4385420368,0.0726474879,1.1921544624
320000.68,0.32,.68,7.1687925833,93.6515076192,0.0574365687,0.7979781358
320000.68,0.34,.66,7.6066877096,91.2664932887,0.0553427666,0.8366478135
320000.68,0.36,.64,8.0851402128,88.6130615449,0.0418083548,1.2103944256
320000.68,0.38,.62,8.5373178033,86.0115833357,0.0498317765,0.7052348658
320000.68,0.4,.60,8.9831275440,82.9650016205,0.0399857172,0.8282733503
320000.68,0.42,.58,9.4263861273,80.5469860522,0.0556578022,1.0559515381
320000.68,0.44,.56,9.8866591229,77.7191821588,0.1025133477,0.8438348454
320000.68,0.46,.54,10.2988016205,74.3175203475,0.0438995475,0.4761694758
320000.68,0.48,.52,10.8368146105,72.5100552252,0.0885823532,0.7336339934
320000.68,0.5,.50,11.2807561808,69.1022228987,0.0369511362,0.4480203503
320000.68,0.52,.48,11.6972577428,66.1607052243,0.0587119139,0.3531586378
320000.68,0.54,.46,12.1660881641,63.9313311221,0.0303176079,0.6259339084
320000.68,0.56,.44,12.6555889870,61.4468723271,0.0967195001,0.8119328123
320000.68,0.58,.42,13.1520000316,58.7107446602,0.1206333829,0.9635330687
320000.68,0.6,.40,13.6351129170,55.5676935504,0.0197283994,0.2430718122
320000.68,0.62,.38,14.0473759418,52.9384480226,0.0835404842,0.8963584749
320000.68,0.64,.36,14.5119678259,49.9136283925,0.0501443360,0.9256100673
320000.68,0.66,.34,14.9501843579,47.4200791062,0.0660311831,0.3920476756
320000.68,0.68,.32,15.4547711590,44.7795393318,0.1350078716,0.2919215949
320000.68,0.7,.30,15.8455401802,41.7516344440,0.1362988838,0.2723523914
320000.68,0.72,.28,16.3896799656,39.1461343812,0.1002387001,0.6654537496
320000.68,0.74,.26,16.8317734534,36.5522591283,0.1593472964,0.3101224709
320000.68,0.76,.24,17.2332894763,33.7244001410,0.2047489120,0.4545913767
320000.68,0.78,.22,17.7668027870,30.8515294488,0.1195898353,0.3843090473
320000.68,0.8,.20,18.1962208390,28.1452626682,0.1214192944,0.3483181249
320000.68,0.82,.18,18.5975962470,25.2791134301,0.1060560507,0.2534791477
320000.68,0.84,.16,19.0407142154,22.4085566811,0.0776482076,0.1848286697
320000.68,0.86,.14,19.5736650662,19.7039978110,0.0791794898,0.1889947062
320000.68,0.88,.12,20.0417723247,17.0391065389,0.2482015635,0.1353480056
320000.68,0.9,.10,20.3934704701,13.9762170334,0.1709538289,0.1192951603
320000.68,0.92,.08,20.8940798762,11.2657080236,0.2061149375,0.1839863040
320000.68,0.94,.06,21.3784783842,8.4767453199,0.0854166988,0.1135080685
320000.68,0.96,.04,21.9114894986,5.6654695924,0.1596124997,0.0522872447
320000.68,0.98,.02,22.2380175631,2.8173360550,0.0828666395,0.0542436015
320000.68,1,0,22.8049771505,0.0000000000,0.2977868277,0.0000000000
340000.66,0,1.00,0.0000000000,147.7968974053,0.0000000000,2.5157223431
340000.66,0.02,.98,0.4804612887,145.1336038559,0.0084784027,1.9996409014
340000.66,0.04,.96,0.9593356369,140.8633318359,0.0130327125,1.3737892561
340000.66,0.06,.94,1.4408214061,137.6675558770,0.0118060844,2.0715505637
340000.66,0.08,.92,1.9189926794,134.8276864226,0.0212874558,0.6200943290
340000.66,0.1,.90,2.3930057670,131.8891438181,0.0240072419,1.0497707443
340000.66,0.12,.88,2.8749334689,129.0617255819,0.0345203430,1.8821377499
340000.66,0.14,.86,3.3567205560,125.8144919334,0.0271118869,0.6228330609
340000.66,0.16,.84,3.8077933144,122.9924178042,0.0324281000,0.8408404288
340000.66,0.18,.82,4.2942809592,120.0842319310,0.0082617160,1.0677427122
340000.66,0.2,.80,4.7730548682,117.1467912042,0.0328744995,1.3858941942
340000.66,0.22,.78,5.2684012565,114.6985841862,0.0385706725,1.2509015498
340000.66,0.24,.76,5.6894828492,110.7012472781,0.0591506034,1.3944048797
340000.66,0.26,.74,6.1812937753,108.6889430872,0.0649748902,0.6605089448
340000.66,0.28,.72,6.7098453861,105.5467734796,0.0282694560,0.4995621659
340000.66,0.3,.70,7.1598534883,102.6298827723,0.0410005438,1.5957054493
340000.66,0.32,.68,7.5956795657,98.7535871320,0.0621261081,0.5993953258
340000.66,0.34,.66,8.0941194835,96.8822681957,0.0763865661,0.3909315028
340000.66,0.36,.64,8.5499329755,93.5127812139,0.0853760154,1.3095825150
340000.66,0.38,.62,9.0590998073,90.6610114801,0.1032459057,1.1322765640
340000.66,0.4,.60,9.5386772304,88.3703178826,0.0344562136,1.2633764226
340000.66,0.42,.58,10.0325371176,85.5159036422,0.0813270198,1.0484812927
340000.66,0.44,.56,10.5021710530,81.9542491856,0.0500675048,0.9720380892
340000.66,0.46,.54,11.0157572127,79.7556725657,0.0894117557,0.5925225976
340000.66,0.48,.52,11.5112241282,76.6682662809,0.0474636636,0.7123657182
340000.66,0.5,.50,11.9100885545,73.4096281980,0.0699566738,1.1483289502
340000.66,0.52,.48,12.4534650014,70.8963002066,0.0620432398,0.6852425683
340000.66,0.54,.46,12.9644799158,67.6473035538,0.0828767145,0.4989930282
340000.66,0.56,.44,13.3993819519,64.6884863992,0.0970691031,0.5917762350
340000.66,0.58,.42,13.9063792955,62.1925680758,0.1657290621,0.2652804238
340000.66,0.6,.40,14.3781626313,59.0656594747,0.0862416610,0.5113887510
340000.66,0.62,.38,14.8066365542,56.1968657300,0.0890384548,0.3234746706
340000.66,0.64,.36,15.3713463019,53.1427912463,0.1350248285,0.4568801703
340000.66,0.66,.34,15.9362368404,50.7215802325,0.1082957566,0.3678086487
340000.66,0.68,.32,16.3421119276,47.1237841866,0.1612319771,0.4993283958
340000.66,0.7,.30,16.8441877470,44.3865546420,0.1010130982,0.4662526545
340000.66,0.72,.28,17.3677374822,41.8359831837,0.0663036664,0.4755949190
340000.66,0.74,.26,17.8726055133,38.5206534919,0.1234894164,0.4848641005
340000.66,0.76,.24,18.2748246112,35.5432696977,0.0785459076,0.4300940908
340000.66,0.78,.22,18.8012268216,32.8572774672,0.1451388816,0.1529503011
340000.66,0.8,.20,19.2815675832,29.7447483703,0.0682725981,0.1552943576
340000.66,0.82,.18,19.7125123121,26.8518235035,0.1330916359,0.2234848817
340000.66,0.84,.16,20.2989571177,23.9804403462,0.1199240310,0.3591694319
340000.66,0.86,.14,20.7133695429,20.9174406530,0.1059131933,0.0854339407
340000.66,0.88,.12,21.1621321981,17.7681088401,0.2009792016,0.2632642467
340000.66,0.9,.10,21.7141464222,14.9953988329,0.0778845183,0.0850862060
340000.66,0.92,.08,22.1194992253,11.9637475608,0.1464191303,0.1930707488
340000.66,0.94,.06,22.7243846808,9.0305490633,0.2201135426,0.1180000626
340000.66,0.96,.04,23.3688030327,6.0485924765,0.1769224404,0.1206425784
340000.66,0.98,.02,23.6350072720,2.9763370104,0.1284344811,0.0285814895
340000.66,1,0,24.2181777575,0.0000000000,0.0760344472,0.0000000000
360000.64,0,1.00,0.0000000000,157.3469267209,0.0000000000,1.1895349659
360000.64,0.02,.98,0.5068366408,152.9049821517,0.0084318789,0.6720026799
360000.64,0.04,.96,1.0210053482,148.6933300265,0.0087691254,0.5833346620
360000.64,0.06,.94,1.5171351629,146.6183289932,0.0263014062,1.4648115092
360000.64,0.08,.92,2.0342366970,143.9278190641,0.0090621027,0.4026474652
360000.64,0.1,.90,2.5421781697,140.5141467856,0.0075768117,0.5196039046
360000.64,0.12,.88,3.0451177669,136.9443384338,0.0252955444,1.0575092241
360000.64,0.14,.86,3.5467315656,133.8208456536,0.0452133338,0.6863546158
360000.64,0.16,.84,4.0419574269,131.5680015558,0.0212271867,1.2151198192
360000.64,0.18,.82,4.5597218602,127.3548618957,0.0403488779,1.1050736843
360000.64,0.2,.80,5.0503476029,123.2189087701,0.0363815637,1.8128359523
360000.64,0.22,.78,5.5204435589,120.2752975281,0.0429620815,0.9021766123
360000.64,0.24,.76,6.0328244474,116.8740213740,0.0276724017,1.2898446316
360000.64,0.26,.74,6.5541846065,114.5385915409,0.0552392836,1.0264935105
360000.64,0.28,.72,7.0351480915,112.0520391782,0.0528084554,1.2714883910
360000.64,0.3,.70,7.5770782130,109.2350887804,0.0532498069,0.6346640150
360000.64,0.32,.68,8.0940190443,105.5148190256,0.0563345220,0.8825984399
360000.64,0.34,.66,8.5587314555,102.1606481442,0.0422783464,0.6981444581
360000.64,0.36,.64,9.0452994517,98.9028915634,0.1052665546,0.6036764876
360000.64,0.38,.62,9.5586646450,95.6721309869,0.0810254007,0.9364725370
360000.64,0.4,.60,10.0404718199,92.7924286528,0.0472964023,0.8983528937
360000.64,0.42,.58,10.5482927655,90.0975112128,0.0730047300,0.9403654967
360000.64,0.44,.56,11.0233905972,86.5816948694,0.0884153192,0.8688860470
360000.64,0.46,.54,11.5604393702,83.3736880678,0.1099068633,0.9625333818
360000.64,0.48,.52,12.0490362396,81.3110831589,0.0558248825,0.5365475371
360000.64,0.5,.50,12.5694723575,77.4548416931,0.0910657236,1.2249452802
360000.64,0.52,.48,13.0598369581,74.3831922598,0.1222673637,0.4854657277
360000.64,0.54,.46,13.6164513007,71.0049453501,0.0706968047,0.9445456547
360000.64,0.56,.44,14.1094273223,68.1050786536,0.0693278398,0.5535115718
360000.64,0.58,.42,14.6481433872,65.3515413187,0.0952641676,0.7489924708
360000.64,0.6,.40,15.1923032605,62.0821048341,0.0493565962,0.1831923901
360000.64,0.62,.38,15.7071750428,59.3209094491,0.1381018299,0.5843017776
360000.64,0.64,.36,16.2080857667,56.0584698880,0.1289474820,0.7354398058
360000.64,0.66,.34,16.6676556873,52.9738182975,0.0716275401,0.4859534365
360000.64,0.68,.32,17.2389944268,49.7841026662,0.1025682598,0.6905610028
360000.64,0.7,.30,17.7710011485,46.4551647846,0.2011277581,0.3307359201
360000.64,0.72,.28,18.1937701209,43.7543522987,0.0854294669,0.5932923373
360000.64,0.74,.26,18.8484332782,40.6982944351,0.0644054132,0.4197336068
360000.64,0.76,.24,19.3999252181,37.6193175148,0.1337925747,0.3470166564
360000.64,0.78,.22,19.9848433469,34.5310848217,0.1757932311,0.2595378798
360000.64,0.8,.20,20.4270774496,31.4585538862,0.1400791776,0.2348320296
360000.64,0.82,.18,20.9585819749,28.4153328980,0.1734988688,0.2182323426
360000.64,0.84,.16,21.3151012053,25.0271690888,0.3008017013,0.2987879632
360000.64,0.86,.14,22.0150624731,22.2074089028,0.1341804448,0.2763911148
360000.64,0.88,.12,22.5336906841,18.9154941127,0.1090123142,0.1104678732
360000.64,0.9,.10,22.9591514289,15.8135430419,0.2006986322,0.1621683503
360000.64,0.92,.08,23.5007199690,12.6729711570,0.1446691965,0.1034064148
360000.64,0.94,.06,24.2147628223,9.5165873267,0.1258850222,0.1604651508
360000.64,0.96,.04,24.5281132547,6.3622970641,0.2915939023,0.0950653649
360000.64,0.98,.02,25.1456540581,3.1438775181,0.2679047369,0.0459289389
360000.64,1,0,25.5632202763,0.0000000000,0.2129847338,0.0000000000
380000.62,0,1.00,0.0000000000,165.8068133116,0.0000000000,0.3501116807
380000.62,0.02,.98,0.5396802818,162.4229468256,0.0064342677,1.3358219720
380000.62,0.04,.96,1.0721490241,158.5741981283,0.0164497782,1.2894102344
380000.62,0.06,.94,1.6110057040,153.7975031070,0.0184435616,1.8768660433
380000.62,0.08,.92,2.1303570777,149.6734502607,0.0127101901,0.9737065579
380000.62,0.1,.90,2.6566186732,147.4629733615,0.0365809580,0.7349690092
380000.62,0.12,.88,3.1998344173,144.5463581236,0.0189821763,0.7540852235
380000.62,0.14,.86,3.7235850310,140.6982705530,0.0143265434,1.2633845782
380000.62,0.16,.84,4.2550092049,137.5357713014,0.0284149676,1.6093121594
380000.62,0.18,.82,4.7936047427,133.4495128610,0.0321111851,0.7847154695
380000.62,0.2,.80,5.3293879809,131.2736900161,0.0563749408,0.8685905309
380000.62,0.22,.78,5.8275265809,127.0068338170,0.0486708494,1.4756658989
380000.62,0.24,.76,6.3687335397,123.9216863816,0.0155810913,1.5116405668
380000.62,0.26,.74,6.9045368657,120.7918578044,0.0325369949,1.0725918144
380000.62,0.28,.72,7.4408825638,118.0217372098,0.0633790071,1.8866300724
380000.62,0.3,.70,7.9358071072,114.2319389707,0.0643119200,1.3953281516
380000.62,0.32,.68,8.5190780320,111.6363558074,0.0622687711,1.1368029804
380000.62,0.34,.66,9.0193459445,107.6298733141,0.0334704094,0.6709291811
380000.62,0.36,.64,9.5172033146,104.0419941677,0.0694557791,1.3743658825
380000.62,0.38,.62,10.1227717571,101.0517184041,0.0721152812,1.2786010424
380000.62,0.4,.60,10.6029116401,97.5736413728,0.0629428013,0.8870242818
380000.62,0.42,.58,11.1230464402,94.5307509479,0.0572245173,0.7129789843
380000.62,0.44,.56,11.6574235286,91.0841325256,0.1020332237,0.9698633960
380000.62,0.46,.54,12.2067660681,88.4004542383,0.0851863073,0.9304241679
380000.62,0.48,.52,12.7590213465,84.8688810435,0.0460316747,0.7454752160
380000.62,0.5,.50,13.2146339599,81.1471237538,0.1206029360,0.7195047748
380000.62,0.52,.48,13.7783594029,78.2999819064,0.0368134551,0.8197738566
380000.62,0.54,.46,14.3428481842,75.3166479724,0.1528586173,0.1388152110
380000.62,0.56,.44,14.8743727974,71.9073832049,0.1277211559,0.4907461411
380000.62,0.58,.42,15.3832784871,68.4911215137,0.0601379280,0.8834723426
380000.62,0.6,.40,15.8924051432,65.3298343276,0.0895404133,0.7835516604
380000.62,0.62,.38,16.4974513015,61.9581986842,0.2087861117,0.6750380569
380000.62,0.64,.36,17.0642501861,58.9598241194,0.0490716937,0.6461597184
380000.62,0.66,.34,17.6177910871,55.5532589522,0.1112438998,0.5249743361
380000.62,0.68,.32,18.1545385423,52.4168191088,0.1097103402,0.4221476758
380000.62,0.7,.30,18.6196727984,49.0558716793,0.0993976772,0.2427672937
380000.62,0.72,.28,19.1356293249,46.0512164114,0.1242213733,0.4718648791
380000.62,0.74,.26,19.8062623260,42.7693287086,0.1787946646,0.3581274215
380000.62,0.76,.24,20.3335885778,39.7326087990,0.1556954557,0.4682217438
380000.62,0.78,.22,20.8133267037,36.1418096766,0.1404016458,0.5792454612
380000.62,0.8,.20,21.4766276382,33.1909811355,0.1045799914,0.1921517162
380000.62,0.82,.18,22.0025678280,29.6153879257,0.0821981946,0.2342912899
380000.62,0.84,.16,22.6171155412,26.6221921862,0.2171209742,0.2565494128
380000.62,0.86,.14,23.1376922740,23.3614054417,0.2079685376,0.2368760274
380000.62,0.88,.12,23.6562200457,19.9799630866,0.0886306609,0.1335699336
380000.62,0.9,.10,24.1215752683,16.7102511326,0.1819379749,0.1905849800
380000.62,0.92,.08,24.7925497629,13.4144797704,0.2971916529,0.1364566417
380000.62,0.94,.06,25.3303417865,10.0096225137,0.1821583060,0.1434371109
380000.62,0.96,.04,25.7921615468,6.6996920228,0.2146659169,0.0267886326
380000.62,0.98,.02,26.3267997773,3.3201228598,0.1411912594,0.0595446008
380000.62,1,0,26.8623419613,0.0000000000,0.1671164241,0.0000000000
400000.6,0,1.00,0.0000000000,174.1092966697,0.0000000000,0.8105615712
