Pressure [Pa],Mole fraction CH4,Mole Fraction CO2,Uptake_CH4 [mg/gr],Uptake_CO2 [mg/gr],Error_CH4 [mg/gr],Error_CO2 [mg/gr]
240000.76,0.6,.40,9.7739522045,55.2960359613,0.0200685710,0.4638534331
240000.76,0.62,.38,10.0861416679,53.0090121068,0.0448105433,0.3967627263
240000.76,0.64,.36,10.4010838712,50.2760997328,0.0700127899,0.5181312451
240000.76,0.66,.34,10.6216522905,47.5446522440,0.0971964836,0.5746689610
240000.76,0.68,.32,11.0430269219,44.3015654267,0.0852364132,0.7460632679
240000.76,0.7,.30,11.3173148547,41.9833845908,0.0680280245,0.5247161760
240000.76,0.72,.28,11.6672415060,39.1990885511,0.1198577112,0.3485441759
240000.76,0.74,.26,11.9410569536,36.3125322559,0.0402841135,0.4922794949
240000.76,0.76,.24,12.3093283565,33.4834445340,0.0817904666,0.5401802378
240000.76,0.78,.22,12.6013036703,30.7398835714,0.0818255382,0.3401051389
240000.76,0.8,.20,12.9444101003,28.2414091719,0.0866432647,0.1720527043
240000.76,0.82,.18,13.2900227563,25.2733827226,0.0411142467,0.2893803982
240000.76,0.84,.16,13.6410998063,22.4117858176,0.0967327354,0.4272530352
240000.76,0.86,.14,13.9026511814,19.7033257581,0.0937366725,0.1442951512
240000.76,0.88,.12,14.1683522093,16.8718716833,0.0641404196,0.1756457133
240000.76,0.9,.10,14.5916578671,14.2402054136,0.2040637554,0.2260441925
240000.76,0.92,.08,14.7450512160,11.3786085085,0.1632651002,0.1153100232
240000.76,0.94,.06,15.1423496448,8.4281606817,0.1457061933,0.1226473398
240000.76,0.96,.04,15.5156745851,5.6432448829,0.1583038260,0.0881026250
240000.76,0.98,.02,15.7816837555,2.7992829421,0.1037116555,0.0629591438
240000.76,1,0,15.9900908165,0.0000000000,0.2503261738,0.0000000000
260000.74,0,1.00,0.0000000000,147.1129559279,0.0000000000,1.4009491412
260000.74,0.02,.98,0.3532135049,145.0386784785,0.0086459265,1.8005710235
260000.74,0.04,.96,0.7047014116,142.8361672319,0.0047800662,0.7620032700
260000.74,0.06,.94,1.0531695216,139.2757637427,0.0184639978,1.6358311948
260000.74,0.08,.92,1.4063830265,134.5459311264,0.0324667225,1.3521338460
260000.74,0.1,.90,1.7570492198,133.7204683137,0.0190955866,0.6585637872
260000.74,0.12,.88,2.1040793314,130.1805732173,0.0180211803,1.1034331371
260000.74,0.14,.86,2.4437140223,127.0178860610,0.0129893106,1.3721752158
260000.74,0.16,.84,2.7998446098,124.1060886669,0.0234228270,1.2826244201
260000.74,0.18,.82,3.1582554519,121.7929785874,0.0367457575,1.2513240744
260000.74,0.2,.80,3.4964521444,117.7087096124,0.0331581692,0.8223902372
260000.74,0.22,.78,3.8565064133,115.3691189158,0.0231384535,1.0808294257
260000.74,0.24,.76,4.1889511120,112.2726896441,0.0377079635,1.0142873188
260000.74,0.26,.74,4.5422878739,109.2212210799,0.0388746844,1.7544072969
260000.74,0.28,.72,4.8928924387,106.9886796867,0.0443692631,0.6480798393
260000.74,0.3,.70,5.2349717270,104.2850086750,0.0469262172,1.8178100077
260000.74,0.32,.68,5.5755513884,100.9273227614,0.0266778992,1.5991856028
260000.74,0.34,.66,5.9529848957,97.8068355673,0.0592138309,1.4698872482
260000.74,0.36,.64,6.2866210788,95.1028828470,0.0554880918,0.3982385771
260000.74,0.38,.62,6.6455249490,91.9362517690,0.0722059209,1.1007846482
260000.74,0.4,.60,6.9804964164,89.1250807201,0.0370728209,0.6536192647
260000.74,0.42,.58,7.3231714469,85.4171745591,0.0409765829,0.7445752524
260000.74,0.44,.56,7.6965991014,83.1293055785,0.0563383878,0.7872177812
260000.74,0.46,.54,8.0388221896,80.6663264743,0.0322029148,0.3773211604
260000.74,0.48,.52,8.3910701812,77.3904487651,0.0749652081,0.6494736495
260000.74,0.5,.50,8.7888616380,74.6214213367,0.0696079606,0.8007104247
260000.74,0.52,.48,9.0840210912,72.2617729811,0.0529206498,0.9337644669
260000.74,0.54,.46,9.4338450283,69.0713656894,0.0703815001,0.6206572603
260000.74,0.56,.44,9.7386185283,65.2244081175,0.0456156823,0.6254620753
260000.74,0.58,.42,10.1266932242,62.7032279972,0.1198377467,0.3380026974
260000.74,0.6,.40,10.5252858515,60.1225510010,0.0714994200,0.5841101308
260000.74,0.62,.38,10.8869835473,57.3874976410,0.0497576538,0.8785651697
260000.74,0.64,.36,11.2346915724,54.8023133056,0.1048117295,0.5141826662
260000.74,0.66,.34,11.5109516173,51.1179579914,0.0536892079,0.5911522466
260000.74,0.68,.32,11.9330041623,48.0703206654,0.0631937804,0.4152715170
260000.74,0.7,.30,12.2878405511,45.3369575575,0.0481273504,0.3004627475
260000.74,0.72,.28,12.6684581979,42.1396765737,0.1193748748,0.7523479437
260000.74,0.74,.26,12.8874037332,39.4248498978,0.1756552087,0.3787537688
260000.74,0.76,.24,13.3239184340,36.3978899899,0.0878856472,0.6052271519
260000.74,0.78,.22,13.6504262534,33.2074263565,0.0911519634,0.3339590879
260000.74,0.8,.20,13.9402240267,30.2227790943,0.1922819503,0.2626684015
260000.74,0.82,.18,14.2711485556,27.3530126372,0.1397389593,0.2853700971
260000.74,0.84,.16,14.6955018980,24.3889301096,0.0990465003,0.1592156101
260000.74,0.86,.14,14.9960641168,21.2070304204,0.1137471374,0.1445611959
260000.74,0.88,.12,15.4000184241,18.1845215099,0.0485211043,0.2546354192
260000.74,0.9,.10,15.6055289454,15.1158687154,0.1466387583,0.2307193353
260000.74,0.92,.08,16.0385719071,12.1893661274,0.1614332408,0.2175652438
260000.74,0.94,.06,16.3184269482,9.1542930092,0.0459774842,0.0520004943
260000.74,0.96,.04,16.7857148158,6.0952183102,0.1720633000,0.0874362239
260000.74,0.98,.02,17.0579895508,3.0104517785,0.0909065379,0.0544237675
260000.74,1,0,17.4358750005,0.0000000000,0.0684393368,0.0000000000
280000.72,0,1.00,0.0000000000,160.8132948019,0.0000000000,2.7693276588
280000.72,0.02,.98,0.3758311662,156.5141384357,0.0054683425,1.4627826094
280000.72,0.04,.96,0.7599205521,152.8328255753,0.0133990790,1.6335708466
280000.72,0.06,.94,1.1407847129,149.1253701483,0.0074012054,2.0417620186
280000.72,0.08,.92,1.5121991695,146.5356221321,0.0062330439,1.1275979051
280000.72,0.1,.90,1.8893861628,142.9850784471,0.0158306435,1.7344300762
280000.72,0.12,.88,2.2665115277,140.2592087904,0.0143596885,0.5691981199
280000.72,0.14,.86,2.6322972475,136.0797786189,0.0290995978,1.6460074133
280000.72,0.16,.84,3.0206184574,133.5949952618,0.0186846910,1.0904024770
280000.72,0.18,.82,3.3740373907,129.7559818750,0.0280695233,1.5796477506
280000.72,0.2,.80,3.7649264549,128.0216704765,0.0262330914,1.4908426228
280000.72,0.22,.78,4.1354575697,123.2723999604,0.0332733083,0.7388639213
280000.72,0.24,.76,4.4876439328,121.5491315426,0.0291259883,0.8546194136
280000.72,0.26,.74,4.8544567944,118.2306594791,0.0251968289,0.6935541538
280000.72,0.28,.72,5.2603215854,114.5838841045,0.0434731923,1.3903542437
280000.72,0.3,.70,5.6282026745,111.1927311981,0.0314681083,0.8225854487
280000.72,0.32,.68,5.9900441700,108.2693837475,0.0538817997,0.9352042726
280000.72,0.34,.66,6.3824534041,104.9238113076,0.0399537507,0.5203205037
280000.72,0.36,.64,6.7411723887,101.6219037152,0.0436034593,0.3528141403
280000.72,0.38,.62,7.0825737635,98.5162907402,0.0547072377,1.1795676196
280000.72,0.4,.60,7.5042154517,94.6545716327,0.0479075600,0.8803723517
280000.72,0.42,.58,7.8663650898,92.2608928670,0.0764749786,1.5302794060
280000.72,0.44,.56,8.2412718285,89.3111774828,0.0699038621,1.4614824250
280000.72,0.46,.54,8.6048800078,86.4075496407,0.0737895492,0.6991909020
280000.72,0.48,.52,9.0182223907,83.6582418208,0.0623938899,0.9493089877
280000.72,0.5,.50,9.3634858185,79.7968607637,0.1007397998,0.7484816520
280000.72,0.52,.48,9.7438158655,76.9162203511,0.1100949729,0.4273617345
280000.72,0.54,.46,10.1392243535,74.4747637910,0.0803502888,0.9551858799
280000.72,0.56,.44,10.4610073208,70.9316008738,0.0694019720,0.6007666217
280000.72,0.58,.42,10.8964537942,67.9062748763,0.0643047255,0.4435898432
280000.72,0.6,.40,11.2375264836,64.5865632944,0.0432700863,0.5835946980
280000.72,0.62,.38,11.7280893832,61.3706895369,0.0385057714,0.1998560958
280000.72,0.64,.36,12.0238034930,58.4263266178,0.1001663672,0.5945016466
280000.72,0.66,.34,12.3996141163,54.8368507914,0.0763622372,0.8271646399
280000.72,0.68,.32,12.7551695044,51.5983276550,0.0539643332,0.6072901367
280000.72,0.7,.30,13.1507012494,48.4143433215,0.1233924170,0.5903572088
280000.72,0.72,.28,13.5225471056,45.2561635043,0.0376307828,0.3374902669
280000.72,0.74,.26,13.9596370057,42.6282721311,0.2346437437,0.4887085615
280000.72,0.76,.24,14.3351394866,38.9090412807,0.1941325049,0.2882958474
280000.72,0.78,.22,14.6984806091,35.8291201384,0.0569747350,0.6674880889
280000.72,0.8,.20,15.0632391872,32.5103100244,0.0662641283,0.5583475727
280000.72,0.82,.18,15.4741986013,29.3145502676,0.1474720467,0.4920255274
280000.72,0.84,.16,15.8337803850,26.0838022910,0.0747719024,0.2382242033
280000.72,0.86,.14,16.2148294313,22.9422996285,0.2200714671,0.2464794879
280000.72,0.88,.12,16.4930410456,19.5758244036,0.1414426424,0.1933222100
280000.72,0.9,.10,16.8104894748,16.3388224941,0.0884888971,0.1613505743
280000.72,0.92,.08,17.3185959555,13.2129828349,0.0990546756,0.1020287233
280000.72,0.94,.06,17.5845434973,9.8580576664,0.0723085365,0.1882941677
280000.72,0.96,.04,18.0980938293,6.5683762313,0.1701009965,0.0747441684
280000.72,0.98,.02,18.3272696965,3.2652291206,0.0738827801,0.0478502434
280000.72,1,0,18.7350449711,0.0000000000,0.1027259256,0.0000000000
300000.7,0,1.00,0.0000000000,173.0051963076,0.0000000000,2.6419651420
300000.7,0.02,.98,0.4093365301,168.7134207091,0.0093345753,1.8945778507
300000.7,0.04,.96,0.8169269192,163.8769895234,0.0097945274,1.6689326827
300000.7,0.06,.94,1.2227506245,161.4911422593,0.0175719241,1.6273374427
300000.7,0.08,.92,1.6281223874,157.1463490849,0.0104726314,1.6119019395
300000.7,0.1,.90,2.0342336924,153.9993249319,0.0265183409,2.3623528080
300000.7,0.12,.88,2.4277111538,150.7690276893,0.0299415173,1.2198996350
300000.7,0.14,.86,2.8350961146,146.7366494556,0.0195106636,2.0364998620
300000.7,0.16,.84,3.2512528659,142.6127722382,0.0336165774,0.6119881465
300000.7,0.18,.82,3.6311720563,139.8437448098,0.0210529728,1.2553128218
300000.7,0.2,.80,4.0470206650,135.9398820818,0.0181412362,1.9831010705
300000.7,0.22,.78,4.4328767347,132.6802871351,0.0265658500,1.6232415375
300000.7,0.24,.76,4.8238890560,128.8683741246,0.0188909763,0.6719201447
300000.7,0.26,.74,5.2071361856,125.6613460200,0.0465568580,1.2268095204
300000.7,0.28,.72,5.5946973106,122.6110606323,0.0798818881,0.7679140856
300000.7,0.3,.70,6.0452838533,119.4091596260,0.0534922295,0.8353299500
300000.7,0.32,.68,6.4195126784,115.5588778915,0.0452636526,0.9544172672
300000.7,0.34,.66,6.8338205746,111.6457751184,0.0527326729,1.0828571103
300000.7,0.36,.64,7.1894992196,108.8095883375,0.0364012419,0.5639169977
300000.7,0.38,.62,7.6264658628,105.5406970039,0.0204675371,1.3493109845
300000.7,0.4,.60,7.9789192828,102.2337749967,0.0416907666,0.3950123632
300000.7,0.42,.58,8.4245960879,98.8569892337,0.0968663128,1.4857526958
300000.7,0.44,.56,8.7853898989,95.0515555231,0.0442077741,0.8767139168
300000.7,0.46,.54,9.2059428169,92.4606243305,0.0772312285,1.2753080220
300000.7,0.48,.52,9.6284267614,88.8161589672,0.0983543101,0.4819605799
300000.7,0.5,.50,10.0423238008,85.9674079785,0.0800752347,0.7329070935
300000.7,0.52,.48,10.4169634826,82.6799238712,0.1006096360,0.8664671220
300000.7,0.54,.46,10.8180623359,78.6964502666,0.0691790716,0.7996446501
300000.7,0.56,.44,11.1495004356,75.0067988289,0.0736025783,0.9314040567
300000.7,0.58,.42,11.6008470633,72.0467165647,0.0757507036,0.4160528025
300000.7,0.6,.40,12.0694907580,68.7675710347,0.1403661698,0.4036960479
300000.7,0.62,.38,12.4569286260,65.5092719480,0.0970799440,0.6102112376
300000.7,0.64,.36,12.8697368951,62.0003084661,0.0869920511,0.7613329341
300000.7,0.66,.34,13.2010722808,57.9115321520,0.1142717965,0.8574768194
300000.7,0.68,.32,13.7091787615,55.5112050611,0.0806050913,0.6871403839
300000.7,0.7,.30,13.9902252870,51.7000244932,0.1264820545,0.8762906609
300000.7,0.72,.28,14.4885739211,48.2545581507,0.1311870071,0.2798879532
300000.7,0.74,.26,14.9214114544,45.2168369707,0.1703784610,0.4594798968
300000.7,0.76,.24,15.2798017537,41.6891680316,0.0625483824,0.1590761945
300000.7,0.78,.22,15.6107057398,38.1817257767,0.0888143090,0.1805651739
300000.7,0.8,.20,16.0670237335,34.8469709506,0.0301948737,0.3904212306
300000.7,0.82,.18,16.5979738468,31.4966094630,0.1633843462,0.4226609744
300000.7,0.84,.16,16.8762676324,27.8675817361,0.0965057839,0.2150068730
300000.7,0.86,.14,17.3160486439,24.4578360559,0.0461474567,0.3679004310
300000.7,0.88,.12,17.6825944487,20.8419922958,0.2226980896,0.1819957321
300000.7,0.9,.10,18.1561478810,17.5187311845,0.1843002933,0.2107255574
300000.7,0.92,.08,18.5769883987,14.0610386847,0.1550819267,0.2877023983
300000.7,0.94,.06,18.9273259067,10.5484129898,0.0747742945,0.0752120265
300000.7,0.96,.04,19.3467900544,7.1040734821,0.2055877565,0.1557494050
300000.7,0.98,.02,19.7689453135,3.5289084574,0.1040870620,0.0162303286
300000.7,1,0,20.1389012289,0.0000000000,0.1828280998,0.0000000000
320000.68,0,1.00,0.0000000000,185.4127739887,0.0000000000,2.6683135626
320000.68,0.02,.98,0.4334743612,179.4973985082,0.0083166470,0.8648190711
320000.68,0.04,.96,0.8680169498,176.2211827486,0.0161279824,2.4185501591
320000.68,0.06,.94,1.3026006241,171.9147019564,0.0143106301,1.7950960536
320000.68,0.08,.92,1.7391974962,167.9573709185,0.0265246559,1.1663833983
320000.68,0.1,.90,2.1629345536,164.1688960712,0.0194229587,1.7684843664
320000.68,0.12,.88,2.5921770908,160.3523630382,0.0242745477,1.7879071879
320000.68,0.14,.86,3.0300681615,155.8715609066,0.0218759716,1.1512046610
320000.68,0.16,.84,3.4423628598,152.0671976891,0.0179677758,1.3871170240
320000.68,0.18,.82,3.8467691095,149.6525597966,0.0516961127,0.7409389663
320000.68,0.2,.80,4.3127627785,145.5401199523,0.0503865909,1.4413464080
320000.68,0.22,.78,4.7248520485,141.9571234258,0.0394978769,0.7242348690
320000.68,0.24,.76,5.1536015576,137.8980392079,0.0328421782,1.4140507834
320000.68,0.26,.74,5.5313226646,133.8562519038,0.0272093071,1.0953677343
320000.68,0.28,.72,5.9351537149,130.0651853366,0.0361280665,1.2604120438
320000.68,0.3,.70,6.3927042788,126.5782514745,0.0330799582,0.9917110849
320000.68,0.32,.68,6.8773919276,123.9999408313,0.0728103565,1.6531216061
320000.68,0.34,.66,7.2348988850,119.5038700886,0.0526456298,1.0804140529
320000.68,0.36,.64,7.6720504136,115.6613635140,0.0294218790,1.0433179696
320000.68,0.38,.62,8.1084418574,111.1390938629,0.0319679450,0.7272360542
320000.68,0.4,.60,8.5068495993,108.5255696330,0.0282016088,0.9540054077
320000.68,0.42,.58,8.9270532890,104.4730210568,0.0683281743,1.1675559218
320000.68,0.44,.56,9.3378689032,101.6096212162,0.0669269404,1.2607549802
320000.68,0.46,.54,9.7690835526,97.9574933764,0.0783106144,0.7759767893
320000.68,0.48,.52,10.1693812353,94.2660390031,0.0675665769,0.5644109820
320000.68,0.5,.50,10.7383355932,91.0783924566,0.0610978473,0.9836962357
320000.68,0.52,.48,11.0875432453,87.4840148990,0.0439092950,0.8608059230
320000.68,0.54,.46,11.4865467294,83.6220704246,0.1094533231,0.3098327097
320000.68,0.56,.44,11.9107357292,80.1297277556,0.0882404136,0.9811520846
320000.68,0.58,.42,12.3803654799,76.7315321318,0.0322338776,1.0120381759
320000.68,0.6,.40,12.7864356993,72.8615871305,0.1334967136,0.8951874268
320000.68,0.62,.38,13.2254360831,69.3527926739,0.0527836039,0.6334108711
320000.68,0.64,.36,13.6624848975,65.9783732638,0.0813311804,1.2452377665
320000.68,0.66,.34,14.0865300975,61.7800686098,0.0438695976,0.5982861006
320000.68,0.68,.32,14.5801949652,58.8424666993,0.0495285689,0.4621284818
320000.68,0.7,.30,14.9265060775,55.1840849266,0.1439196804,0.4061105669
320000.68,0.72,.28,15.3226746504,51.7922559193,0.0735741293,0.5511473090
320000.68,0.74,.26,15.8366358391,47.9945410270,0.0677806628,0.3278663574
320000.68,0.76,.24,16.3276506811,44.4199957613,0.1206672436,0.3468026696
320000.68,0.78,.22,16.7846671312,40.7653888850,0.0986199826,0.4094552441
320000.68,0.8,.20,17.1102916087,37.2109576201,0.1001790365,0.3265425863
320000.68,0.82,.18,17.5604056662,33.1475914301,0.1417377260,0.1145533125
320000.68,0.84,.16,17.9766035032,29.8049487606,0.1210636237,0.3362870914
320000.68,0.86,.14,18.5108610128,26.1140014629,0.1899458725,0.3756471360
320000.68,0.88,.12,18.8001246724,22.4752829570,0.1377447973,0.4103421812
320000.68,0.9,.10,19.4006122821,18.8085626069,0.2237826811,0.1773004016
320000.68,0.92,.08,19.7561060416,14.7765224236,0.0474618085,0.1434042735
320000.68,0.94,.06,20.1677022836,11.3232245795,0.1006208032,0.0988334564
320000.68,0.96,.04,20.5335496319,7.5026912830,0.1101790155,0.0431280018
320000.68,0.98,.02,20.9704751894,3.7654310761,0.2023948744,0.0543501152
320000.68,1,0,21.4540329823,0.0000000000,0.2379594890,0.0000000000
340000.66,0,1.00,0.0000000000,196.4323729387,0.0000000000,1.6760947013
340000.66,0.02,.98,0.4574273068,192.4364478098,0.0087998084,1.4284119011
340000.66,0.04,.96,0.9284745132,188.1287838411,0.0120104277,2.6814271571
340000.66,0.06,.94,1.3907293862,184.1640720354,0.0043648875,1.4618551179
340000.66,0.08,.92,1.8447876681,180.3547507449,0.0196485637,2.4466522173
340000.66,0.1,.90,2.3082545684,176.6760859463,0.0246483275,0.6961063484
340000.66,0.12,.88,2.7622923074,171.9027011660,0.0123361478,2.0588878783
340000.66,0.14,.86,3.2025047185,167.3465137882,0.0283622750,0.9954318443
340000.66,0.16,.84,3.6744147239,163.2825278391,0.0183111889,1.9372715262
340000.66,0.18,.82,4.1188384162,158.7130438110,0.0207143922,1.2251636963
340000.66,0.2,.80,4.6028276086,154.3600247427,0.0353661107,1.5161821293
340000.66,0.22,.78,5.0058164027,150.5013480891,0.0691245544,1.7618447066
340000.66,0.24,.76,5.5028913810,146.7326491921,0.0438106614,0.9489052745
340000.66,0.26,.74,5.9399196527,142.5318091598,0.0318648033,1.4811671090
340000.66,0.28,.72,6.3737637849,139.2399867386,0.0531337044,1.4671281817
340000.66,0.3,.70,6.8116959413,134.3725675966,0.0456225972,0.6315341933
340000.66,0.32,.68,7.2612553423,129.9892930147,0.0542485547,0.6566041605
340000.66,0.34,.66,7.6498846947,126.8307188053,0.0449491444,1.0622428946
340000.66,0.36,.64,8.1650579106,123.1939722602,0.0448250194,1.3057776695
340000.66,0.38,.62,8.5686424469,118.7854565794,0.0316548667,0.7832096064
340000.66,0.4,.60,9.0314108908,115.5545959193,0.0781881673,1.0360467939
340000.66,0.42,.58,9.4756291547,112.1138622829,0.1069838206,1.1562846360
340000.66,0.44,.56,9.9721494765,108.8208003435,0.0580945534,0.9390096307
340000.66,0.46,.54,10.3557869200,103.7187178601,0.0751191612,0.7645093613
340000.66,0.48,.52,10.8058598919,100.3543272795,0.0574674096,1.4621248631
340000.66,0.5,.50,11.3105973477,96.3456689177,0.0596732458,1.4159186390
340000.66,0.52,.48,11.7433116240,92.4844568859,0.0314559112,0.7341168546
340000.66,0.54,.46,12.1882283442,88.1336351454,0.1139730126,0.8995392589
340000.66,0.56,.44,12.5917717949,84.9135357575,0.1105704800,1.2152099431
340000.66,0.58,.42,13.1084446378,80.6095340018,0.0676348889,0.9189234371
340000.66,0.6,.40,13.5365162334,77.4809899391,0.0950508499,0.7957416002
340000.66,0.62,.38,14.0288458168,73.7360672558,0.0881918258,0.7826435201
340000.66,0.64,.36,14.4923332599,70.0740796118,0.0749054160,0.7528941805
340000.66,0.66,.34,14.8893440890,65.7801630273,0.1619778832,0.4665131594
340000.66,0.68,.32,15.4218143720,62.1929408705,0.1163083716,0.5419530362
340000.66,0.7,.30,15.7801019572,58.1669292532,0.0728840610,0.5223445219
340000.66,0.72,.28,16.3265824537,54.6494018270,0.0969866048,0.3675687359
340000.66,0.74,.26,16.8291012833,50.8035710898,0.1221829659,0.4971619094
340000.66,0.76,.24,17.2350687884,46.7957578541,0.1086006944,0.5567085085
340000.66,0.78,.22,17.7013295142,43.3927168409,0.1362383322,0.4474378461
340000.66,0.8,.20,18.1498412307,39.3157159501,0.1015103265,0.2514416746
340000.66,0.82,.18,18.7220208137,35.4662793417,0.2511860607,0.4765205128
340000.66,0.84,.16,19.2002785552,31.5454014086,0.0605612896,0.2513853382
340000.66,0.86,.14,19.6954635927,27.6457079693,0.2189216094,0.1404202106
340000.66,0.88,.12,20.0550659193,23.8372881466,0.0580544307,0.2400210900
340000.66,0.9,.10,20.4446196993,19.8436166873,0.1481099958,0.2403178694
340000.66,0.92,.08,20.9009993215,15.7133728535,0.1337819889,0.0924397890
340000.66,0.94,.06,21.3696635590,12.0363419653,0.1167118930,0.2288058347
340000.66,0.96,.04,21.8510438114,7.9493122451,0.1416729281,0.1070313713
340000.66,0.98,.02,22.3076494048,4.0171659643,0.2010371347,0.0749229778
340000.66,1,0,22.7496901282,0.0000000000,0.1969703732,0.0000000000
360000.64,0,1.00,0.0000000000,208.6794893482,0.0000000000,3.0648337422
360000.64,0.02,.98,0.4917749269,204.1709107396,0.0068226448,2.1037700638
360000.64,0.04,.96,0.9847618811,200.0462447379,0.0140561790,2.5390725505
360000.64,0.06,.94,1.4720584700,195.5839226967,0.0212402466,2.0861232540
360000.64,0.08,.92,1.9509119536,190.3196886895,0.0205586954,2.6075047085
360000.64,0.1,.90,2.4372841150,185.6518883275,0.0338687038,1.3192517223
360000.64,0.12,.88,2.9202667085,181.7361374927,0.0226794021,2.0060441177
360000.64,0.14,.86,3.4072756977,176.7999814295,0.0217259804,0.9952135235
360000.64,0.16,.84,3.8779120474,171.7445499057,0.0446404160,1.9410779439
360000.64,0.18,.82,4.3563546744,168.4505864984,0.0379634569,1.7152257958
360000.64,0.2,.80,4.8565727065,163.9826866251,0.0225228501,0.6126790431
360000.64,0.22,.78,5.3191357220,159.8929525014,0.0619180294,1.9476144464
360000.64,0.24,.76,5.8003516317,155.2152923351,0.0245257816,0.6174435988
360000.64,0.26,.74,6.2479183777,151.6271123687,0.0479247820,0.8365202879
360000.64,0.28,.72,6.7385634487,147.1768474595,0.0729011595,1.7035197606
360000.64,0.3,.70,7.2152393919,142.2459875198,0.0471012070,0.4416222232
360000.64,0.32,.68,7.7040561506,138.3777327706,0.0216066149,1.0398766765
360000.64,0.34,.66,8.1643183686,134.0211078310,0.0611082922,1.3833896949
360000.64,0.36,.64,8.6380361435,130.2066031006,0.0584715932,1.8820994219
360000.64,0.38,.62,9.1615292077,126.1144462821,0.0945269242,1.0603447815
360000.64,0.4,.60,9.5978590229,121.5871622162,0.0513689181,1.4192512476
360000.64,0.42,.58,10.0545878733,117.0141850003,0.1183154811,0.7150722741
360000.64,0.44,.56,10.5231288539,114.0529759014,0.0796271401,2.4138767741
360000.64,0.46,.54,10.9935597752,109.6046829530,0.1040481172,1.8566895055
360000.64,0.48,.52,11.4884572130,105.7243147301,0.0567616454,1.2344883346
360000.64,0.5,.50,11.9081473319,100.5372125631,0.0497325172,1.5309427241
360000.64,0.52,.48,12.4354408206,97.7025470091,0.0550795968,1.1639629970
360000.64,0.54,.46,12.8773172013,93.0944125483,0.1185878534,0.9641231224
360000.64,0.56,.44,13.3377026763,89.0976986351,0.0876313898,0.1440197405
360000.64,0.58,.42,13.8570666306,85.7535347387,0.0811863739,1.3917021555
360000.64,0.6,.40,14.3158086788,80.9874180427,0.0757836140,0.5383464523
360000.64,0.62,.38,14.7806724919,77.4128727771,0.0671662863,0.7575830032
360000.64,0.64,.36,15.2237814427,73.3905797145,0.1669381093,0.7418295176
360000.64,0.66,.34,15.7033539256,69.1647239503,0.0919991828,1.5211403897
360000.64,0.68,.32,16.2234574220,65.2284647226,0.1013290766,1.4691765675
360000.64,0.7,.30,16.6709625395,61.4065792244,0.1036135406,0.3419820310
360000.64,0.72,.28,17.2061239339,57.1660746081,0.1648272199,0.4900890621
360000.64,0.74,.26,17.6161383775,53.6438144759,0.1244601890,0.7255469859
360000.64,0.76,.24,18.1558602813,49.1096003762,0.0734153639,0.4555365857
360000.64,0.78,.22,18.6346726793,45.3738050546,0.0554495874,0.3532899439
360000.64,0.8,.20,19.1954715318,41.7369458260,0.2591589726,0.3372414848
360000.64,0.82,.18,19.6752289003,37.4498465919,0.1500331128,0.4972777716
360000.64,0.84,.16,20.1218506758,33.2290615841,0.1706684894,0.3900654146
360000.64,0.86,.14,20.6039704703,29.0014592260,0.1061849792,0.2903957696
360000.64,0.88,.12,21.2377785584,25.1243588239,0.1327256276,0.2962388199
360000.64,0.9,.10,21.6305164778,21.0332161567,0.1653748827,0.3386782256
360000.64,0.92,.08,22.2017305476,16.8164314124,0.1631415610,0.2125777060
360000.64,0.94,.06,22.6690595008,12.6387478348,0.1457728906,0.1358504409
360000.64,0.96,.04,23.0988566946,8.4999400567,0.1144634073,0.1235751280
360000.64,0.98,.02,23.5959522157,4.1669223056,0.1817915254,0.0867114016
360000.64,1,0,24.0903977112,0.0000000000,0.1264285243,0.0000000000
380000.62,0,1.00,0.0000000000,221.0449797506,0.0000000000,0.5399847609
380000.62,0.02,.98,0.5215620376,215.4731761923,0.0045186405,3.4002946302
380000.62,0.04,.96,1.0427132186,211.5887513642,0.0075851150,0.8801847037
380000.62,0.06,.94,1.5556267227,207.4878615762,0.0137428937,1.5698416427
380000.62,0.08,.92,2.0696700827,202.5882149597,0.0237541895,1.7059990431
380000.62,0.1,.90,2.5911088634,196.8036649963,0.0253503056,2.0717444711
380000.62,0.12,.88,3.0933195505,192.4525615471,0.0084859989,1.0201781845
380000.62,0.14,.86,3.6121699339,188.1911541458,0.0295440399,2.6452269023
380000.62,0.16,.84,4.1077247424,182.4903280060,0.0388238097,1.8272246009
380000.62,0.18,.82,4.6355318019,178.3545626818,0.0467549894,1.8748016870
380000.62,0.2,.80,5.1342707499,174.8557407129,0.0149030203,2.3853397794
380000.62,0.22,.78,5.6280177890,169.6137616925,0.0357508016,1.4983631002
380000.62,0.24,.76,6.1152732922,163.5655887340,0.0579330958,1.0358270438
380000.62,0.26,.74,6.6383554996,160.0765138858,0.0451168642,0.7758743274
380000.62,0.28,.72,7.1572264259,155.6724492023,0.0248301282,1.9161854436
380000.62,0.3,.70,7.6071350551,151.4557771415,0.0827973684,1.3767913679
380000.62,0.32,.68,8.1338738871,146.9743552508,0.0937999323,2.3265488487
380000.62,0.34,.66,8.6378101723,142.8016860879,0.0677666274,0.8881280849
380000.62,0.36,.64,9.1141163445,138.2294976563,0.0785185380,0.5021541408
380000.62,0.38,.62,9.5778913873,132.7460379441,0.0744171131,1.5701551943
380000.62,0.4,.60,10.0781915907,128.3803419846,0.0400501292,1.0913702952
